video_num,image,infection,patient,class_label,image_path
4,092.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/092.tif
4,111.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/111.tif
4,181.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/181.tif
4,221.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/221.tif
4,133.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/133.tif
4,212.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/212.tif
4,150.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/150.tif
4,153.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/153.tif
4,137.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/137.tif
4,178.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/178.tif
4,203.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/203.tif
4,008.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/008.tif
4,067.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/067.tif
4,026.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/026.tif
4,170.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/170.tif
4,082.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/082.tif
4,207.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/207.tif
4,048.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/048.tif
4,115.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/115.tif
4,245.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/245.tif
4,110.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/110.tif
4,051.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/051.tif
4,044.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/044.tif
4,058.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/058.tif
4,009.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/009.tif
4,131.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/131.tif
4,155.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/155.tif
4,074.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/074.tif
4,020.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/020.tif
4,197.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/197.tif
4,116.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/116.tif
4,126.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/126.tif
4,166.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/166.tif
4,086.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/086.tif
4,179.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/179.tif
4,016.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/016.tif
4,176.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/176.tif
4,196.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/196.tif
4,142.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/142.tif
4,216.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/216.tif
4,231.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/231.tif
4,052.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/052.tif
4,191.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/191.tif
4,018.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/018.tif
4,028.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/028.tif
4,055.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/055.tif
4,108.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/108.tif
4,219.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/219.tif
4,184.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/184.tif
4,147.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/147.tif
4,257.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/257.tif
4,210.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/210.tif
4,189.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/189.tif
4,241.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/241.tif
4,136.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/136.tif
4,183.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/183.tif
4,193.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/193.tif
4,218.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/218.tif
4,188.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/188.tif
4,117.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/117.tif
4,156.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/156.tif
4,129.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/129.tif
4,069.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/069.tif
4,139.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/139.tif
4,075.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/075.tif
4,063.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/063.tif
4,038.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/038.tif
4,206.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/206.tif
4,041.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/041.tif
4,253.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/253.tif
4,238.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/238.tif
4,095.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/095.tif
4,106.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/106.tif
4,254.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/254.tif
4,162.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/162.tif
4,167.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/167.tif
4,039.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/039.tif
4,214.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/214.tif
4,107.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/107.tif
4,045.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/045.tif
4,256.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/256.tif
4,140.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/140.tif
4,190.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/190.tif
4,255.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/255.tif
4,057.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/057.tif
4,083.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/083.tif
4,010.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/010.tif
4,215.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/215.tif
4,192.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/192.tif
4,228.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/228.tif
4,236.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/236.tif
4,199.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/199.tif
4,252.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/252.tif
4,248.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/248.tif
4,015.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/015.tif
4,097.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/097.tif
4,217.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/217.tif
4,185.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/185.tif
4,208.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/208.tif
4,079.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/079.tif
4,239.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/239.tif
4,093.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/093.tif
4,148.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/148.tif
4,122.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/122.tif
4,202.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/202.tif
4,211.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/211.tif
4,125.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/125.tif
4,053.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/053.tif
4,076.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/076.tif
4,144.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/144.tif
4,109.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/109.tif
4,121.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/121.tif
4,061.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/061.tif
4,169.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/169.tif
4,096.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/096.tif
4,027.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/027.tif
4,260.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/260.tif
4,141.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/141.tif
4,103.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/103.tif
4,220.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/220.tif
4,113.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/113.tif
4,247.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/247.tif
4,072.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/072.tif
4,014.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/014.tif
4,198.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/198.tif
4,204.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/204.tif
4,006.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/006.tif
4,068.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/068.tif
4,080.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/080.tif
4,085.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/085.tif
4,001.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/001.tif
4,033.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/033.tif
4,194.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/194.tif
4,237.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/237.tif
4,213.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/213.tif
4,105.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/105.tif
4,089.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/089.tif
4,124.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/124.tif
4,146.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/146.tif
4,119.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/119.tif
4,084.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/084.tif
4,157.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/157.tif
4,021.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/021.tif
4,088.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/088.tif
4,182.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/182.tif
4,101.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/101.tif
4,223.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/223.tif
4,175.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/175.tif
4,164.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/164.tif
4,173.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/173.tif
4,224.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/224.tif
4,195.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/195.tif
4,056.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/056.tif
4,029.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/029.tif
4,151.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/151.tif
4,100.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/100.tif
4,049.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/049.tif
4,154.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/154.tif
4,258.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/258.tif
4,060.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/060.tif
4,081.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/081.tif
4,171.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/171.tif
4,200.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/200.tif
4,233.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/233.tif
4,032.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/032.tif
4,127.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/127.tif
4,040.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/040.tif
4,025.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/025.tif
4,205.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/205.tif
4,230.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/230.tif
4,168.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/168.tif
4,007.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/007.tif
4,004.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/004.tif
4,036.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/036.tif
4,104.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/104.tif
4,138.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/138.tif
4,149.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/149.tif
4,225.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/225.tif
4,019.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/019.tif
4,143.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/143.tif
4,249.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/249.tif
4,050.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/050.tif
4,159.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/159.tif
4,251.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/251.tif
4,163.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/163.tif
4,177.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/177.tif
4,066.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/066.tif
4,042.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/042.tif
4,250.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/250.tif
4,227.tif,ca,2,0,/asbdata/Arjun/Bloodi/TIFF8/4/227.tif
5,246.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/246.tif
5,094.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/094.tif
5,158.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/158.tif
5,062.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/062.tif
5,174.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/174.tif
5,172.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/172.tif
5,222.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/222.tif
5,087.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/087.tif
5,005.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/005.tif
5,046.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/046.tif
5,145.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/145.tif
5,112.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/112.tif
5,022.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/022.tif
5,232.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/232.tif
5,091.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/091.tif
5,024.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/024.tif
5,123.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/123.tif
5,011.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/011.tif
5,234.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/234.tif
5,187.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/187.tif
5,035.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/035.tif
5,180.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/180.tif
5,186.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/186.tif
5,118.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/118.tif
5,098.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/098.tif
5,160.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/160.tif
5,114.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/114.tif
5,059.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/059.tif
5,064.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/064.tif
5,161.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/161.tif
5,102.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/102.tif
5,002.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/002.tif
5,226.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/226.tif
5,242.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/242.tif
5,043.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/043.tif
5,037.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/037.tif
5,132.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/132.tif
5,054.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/054.tif
5,165.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/165.tif
5,240.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/240.tif
5,201.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/201.tif
5,229.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/229.tif
5,047.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/047.tif
5,071.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/071.tif
5,130.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/130.tif
5,030.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/030.tif
5,244.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/244.tif
5,235.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/235.tif
5,078.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/078.tif
5,209.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/209.tif
5,070.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/070.tif
5,003.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/003.tif
5,134.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/134.tif
5,259.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/259.tif
5,023.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/023.tif
5,065.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/065.tif
5,073.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/073.tif
5,090.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/090.tif
5,034.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/034.tif
5,135.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/135.tif
5,013.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/013.tif
5,031.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/031.tif
5,077.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/077.tif
5,012.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/012.tif
5,243.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/243.tif
5,099.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/099.tif
5,120.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/120.tif
5,152.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/152.tif
5,017.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/017.tif
5,128.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/128.tif
5,092.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/092.tif
5,111.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/111.tif
5,181.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/181.tif
5,221.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/221.tif
5,133.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/133.tif
5,212.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/212.tif
5,150.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/150.tif
5,153.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/153.tif
5,137.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/137.tif
5,178.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/178.tif
5,203.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/203.tif
5,008.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/008.tif
5,067.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/067.tif
5,026.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/026.tif
5,170.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/170.tif
5,082.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/082.tif
5,207.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/207.tif
5,048.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/048.tif
5,115.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/115.tif
5,245.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/245.tif
5,110.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/110.tif
5,051.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/051.tif
5,044.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/044.tif
5,058.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/058.tif
5,009.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/009.tif
5,131.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/131.tif
5,155.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/155.tif
5,074.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/074.tif
5,020.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/020.tif
5,197.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/197.tif
5,116.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/116.tif
5,126.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/126.tif
5,166.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/166.tif
5,086.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/086.tif
5,179.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/179.tif
5,016.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/016.tif
5,176.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/176.tif
5,196.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/196.tif
5,142.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/142.tif
5,216.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/216.tif
5,231.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/231.tif
5,052.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/052.tif
5,191.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/191.tif
5,018.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/018.tif
5,028.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/028.tif
5,055.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/055.tif
5,108.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/108.tif
5,219.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/219.tif
5,184.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/184.tif
5,147.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/147.tif
5,257.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/257.tif
5,210.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/210.tif
5,189.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/189.tif
5,241.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/241.tif
5,136.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/136.tif
5,183.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/183.tif
5,193.tif,cg,2,1,/asbdata/Arjun/Bloodi/TIFF8/5/193.tif
